,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M0(t=19),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M1(t=19),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M2(t=19),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M3(t=19),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M4(t=19)
partial,0.00064554374,0.00094474584,0.0010496547,0.0012519251,0.0012728362,0.0009779925,0.00070399884,0.00088889,0.001467121,0.0017886127,0.0017414022,0.0011904221,0.0014033478,0.0016131959,0.0019655062,0.0010758004,0.0050595477,0.000497986,0.002078797,0.0027935002,0.00097115943,0.00571577,0.00042466767,0.0021116897,0.0013615186,0.004155986,0.0017438972,0.0016084046,0.0014283416,0.0030840132,0.002450757,0.0032794566,0.0014984701,0.002312773,0.0012169239,0.0014035929,0.0009562673,0.0010565248,0.0017811254,0.0013361793,0.0026994545,0.00078758894,0.0018610855,0.0009872874,0.0013153652,0.0012066222,0.0008887061,0.0011141688,0.001615205,0.0031468028,0.00267729,0.0009765807,0.0019586026,0.0025006013,0.0021390836,0.0011642504,0.0011612275,0.0007739781,0.003666185,0.0037929595,0.0020246208,0.0016404624,0.0026563914,0.005633635,0.0027915838,0.0017469167,0.00079613604,0.0012644705,0.0010693321,0.00084414874,0.004169447,0.0006687062,0.0014618932,0.0024887489,0.005516164,0.0026374413,0.0012825049,0.0019598303,0.0018156953,0.0027534745,0.0033905378,0.0038021142,0.0014936135,0.0023022576,0.0010892715,0.0037185263,0.00049200124,0.004418136,0.001953709,0.0038422116,0.0030559287,0.0025389453,0.0011581263,0.00072935974,0.004127246,0.003176534,0.0025854358,0.0011733101,0.0025417444,0.0014945907
vanuatu,0.0010552013,0.00093247136,0.00063601905,0.0010677769,0.0009410854,0.004061028,0.0027177727,0.0011620381,0.0024710847,0.0010391112,0.0017799584,0.0017057622,0.0022278673,0.0014263861,0.0010972503,0.0019480387,0.004516584,0.004803614,0.0035454147,0.0015255669,0.0016083727,0.0014605309,0.0029511158,0.0028774585,0.0010755835,0.001220693,0.0015851479,0.0020976213,0.0012111568,0.0010620526,0.0020579677,0.0023016606,0.0023858983,0.00085309445,0.004495527,0.0013220442,0.0032710105,0.0016678196,0.0025582444,0.0017783436,0.0006459008,0.002611783,0.0017721432,0.0011804079,0.0023823108,0.002786046,0.0023080094,0.001388937,0.0023949214,0.0005125065,0.0019807837,0.002377799,0.002509425,0.0021041767,0.0010733573,0.0019585034,0.0017835055,0.0043537426,0.0027362318,0.0022056955,0.0013965704,0.0022728709,0.0025589766,0.0031094549,0.0019237987,0.0039098514,0.0012104961,0.0021434026,0.0009095771,0.0024050046,0.0015019977,0.0014833851,0.005719269,0.00083932094,0.0017353629,0.0015364918,0.0011939893,0.0014833511,0.0020259738,0.0014840368,0.0016514278,0.0012634982,0.0012739544,0.00226464,0.0016037052,0.00195272,0.0041146073,0.0022037039,0.0015162942,0.001339248,0.00097423134,0.0062138173,0.0037233008,0.0024215034,0.0012288658,0.0021695155,0.0037951106,0.002158056,0.0059811277,0.0015774019
high,0.0009301579,0.0010160734,0.0017507012,0.0033255515,0.0018549562,0.0038771243,0.003911569,0.0012317386,0.005219954,0.0009942141,0.0029848325,0.0025984105,0.0017935865,0.0018458769,0.004318829,0.0012573062,0.0044726464,0.0030904897,0.000978013,0.00060440676,0.0017881867,0.0019235448,0.0020849586,0.001233381,0.002329124,0.0008593994,0.0007485306,0.002414912,0.0015612632,0.0013463463,0.0017548057,0.0021708405,0.0016204845,0.0016073798,0.004397223,0.0011977808,0.0035213428,0.0021856036,0.0022541138,0.0017569602,0.001727075,0.001742712,0.00080206577,0.0018397524,0.0014171567,0.0020086812,0.0013997889,0.0012810543,0.0018328428,0.0011876134,0.0015012679,0.004650322,0.001306985,0.0014029556,0.0021715637,0.00085495756,0.0028898541,0.0031261276,0.0021189994,0.0014403017,0.0010946901,0.0026071763,0.0031521881,0.0033808881,0.0008965373,0.0011701046,0.001252939,0.0032098063,0.0029570695,0.0008714788,0.0025454345,0.0019707012,0.0024876022,0.0012438394,0.0026096243,0.003268031,0.004198763,0.0030479566,0.0017465516,0.0009877617,0.0032825167,0.0016951959,0.00065514003,0.0020890913,0.0019155224,0.0015097252,0.0021305708,0.0010848523,0.0068479776,0.0010221334,0.0015106647,0.0019611085,0.0030153273,0.0044919867,0.00082583725,0.00300396,0.005853357,0.002532235,0.002533957,0.0011588191
airport,0.0016241731,0.0011007054,0.0018703728,0.0008925947,0.001847272,0.0011148436,0.000670496,0.0032464594,0.0030448053,0.0024298513,0.0009876249,0.0011409363,0.000817546,0.0018349414,0.0014124765,0.0025344428,0.0028027503,0.0021992847,0.0017520931,0.0006976524,0.0012184647,0.007206082,0.0018113422,0.0020385396,0.0015965828,0.0013182844,0.0017548761,0.0028368703,0.0011581691,0.003261073,0.0024316432,0.0008538622,0.0010329568,0.0015175722,0.0015866979,0.0025992221,0.0010484634,0.0014452253,0.0013912236,0.00081558933,0.0014234207,0.0015097505,0.0029970114,0.001991655,0.0033593352,0.0017580332,0.004732124,0.001367108,0.0016249601,0.0016052091,0.0038889905,0.0010258998,0.0011744538,0.0023534016,0.0021586944,0.0024891878,0.0010964634,0.0014767745,0.002618727,0.0013606265,0.003977081,0.0032011787,0.0007726025,0.0010870297,0.0007829653,0.003000597,0.0029201463,0.0021325825,0.002875357,0.0016747031,0.0022665928,0.002321316,0.00079911493,0.0018987769,0.0011393655,0.0024425467,0.0036172052,0.0015483479,0.0011423451,0.002244169,0.0009240313,0.0023184868,0.0025417558,0.002493084,0.0017681738,0.001751943,0.0021686712,0.0021014535,0.0019545334,0.0013930411,0.0015128524,0.0017455252,0.0024980933,0.0015236374,0.0022292829,0.002643878,0.0010291619,0.0007491661,0.0012683892,0.0017936702
day,0.0054564266,0.0026905881,0.009239741,0.007479514,0.0047787875,0.0017342009,0.0019259907,0.0023510067,0.0009842304,0.0014676397,0.0015243428,0.000960395,0.0039594886,0.00085729564,0.0021337245,0.0011010821,0.0036315683,0.002299587,0.0015751737,0.0024864373,0.001554653,0.005494541,0.0013983392,0.00094641955,0.0013066053,0.0012187555,0.0017313057,0.0031356737,0.00065962126,0.0012557671,0.0017790527,0.0023699494,0.00166874,0.0010491151,0.0016414108,0.0045087137,0.0030263772,0.005433971,0.0014143705,0.0024363496,0.001715161,0.0040171463,0.0027875588,0.0029301338,0.002323776,0.0009522255,0.0031357568,0.0009056631,0.0021399097,0.0021256092,0.0020009729,0.0014352448,0.004035962,0.0028256045,0.0023354916,0.0013596507,0.004455155,0.0008331867,0.0020854098,0.0020878569,0.0032722026,0.0010160486,0.0016911378,0.001696312,0.0019605346,0.002441421,0.0020894413,0.0017864533,0.0015988682,0.002261614,0.0018197253,0.003370559,0.001827587,0.002733415,0.0035599393,0.0017482926,0.0068776533,0.004733608,0.0005523703,0.0020826182,0.00055970415,0.0025164143,0.0024455704,0.0019727338,0.0019466195,0.0008219543,0.0015399938,0.0036163437,0.003839156,0.0008429539,0.0023028525,0.0009988428,0.0021285063,0.0012359257,0.0035342888,0.002866445,0.0012710356,0.0015801555,0.0021214779,0.0023003223
rules,0.0031500629,0.0011324044,0.0020123145,0.0016216194,0.00272559,0.0015828732,0.0011144838,0.0017012886,0.0055506313,0.0037110497,0.0016568842,0.001377516,0.0011475028,0.0027534915,0.0015262117,0.0010994135,0.0030439142,0.0074490067,0.002693706,0.00073500635,0.0019687817,0.005198489,0.0023223248,0.0016654267,0.0027486675,0.0008817212,0.0011105125,0.00240049,0.0056501473,0.0012758798,0.0011054573,0.003468009,0.00063512055,0.0005807009,0.0013316728,0.002627096,0.0035350793,0.001793165,0.0021818888,0.0009799004,0.0012540614,0.0015491846,0.00077669224,0.0021648817,0.0015447872,0.0016154761,0.002508934,0.0030046024,0.0020429175,0.002433002,0.0026643523,0.0013083618,0.0012555713,0.0026479792,0.002600504,0.0007841487,0.0045111543,0.0015283802,0.001819623,0.0009797767,0.0023753447,0.0019941418,0.00404108,0.0019025648,0.0012447244,0.00087499473,0.0034720816,0.0018762279,0.0022989768,0.00080338976,0.00082342635,0.0022160248,0.0031913973,0.0039425255,0.0029439412,0.0013805521,0.0037205783,0.0011767814,0.002085812,0.0030726136,0.0011688548,0.002331727,0.0010150125,0.00045909034,0.0008694467,0.0022053316,0.0029969483,0.0014824604,0.002977549,0.00094677234,0.0010359352,0.002015635,0.0055994648,0.0017233491,0.0017207391,0.0018924922,0.0017736343,0.0055446443,0.0028330993,0.0020115925
wednesday,0.0009018702,0.0012950855,0.0010757264,0.0010881763,0.0014643082,0.001469316,0.0033264433,0.002156469,0.0011621749,0.0033674818,0.0023091836,0.003289888,0.0012713204,0.0025218374,0.0015448601,0.0013346674,0.0015527132,0.0024807372,0.0017350527,0.0015273793,0.0017224582,0.0051249415,0.0017114403,0.0010056269,0.0013229243,0.00073968124,0.0035530853,0.0074559,0.0027958073,0.0012940853,0.0010379548,0.0007814176,0.0012199082,0.0021137304,0.0014173719,0.0018254565,0.0014534916,0.003330476,0.0037027611,0.0013705244,0.0008480095,0.0015436425,0.0029847042,0.0012656669,0.002334402,0.0018125294,0.0014298289,0.0027638439,0.0006904995,0.0032491987,0.0010713823,0.0031511355,0.0020739806,0.0009942258,0.001150363,0.0037319434,0.0014261671,0.001648429,0.0015642454,0.0014314998,0.0013226542,0.0010107452,0.0013861426,0.0043653273,0.0020241332,0.0032308702,0.0047899964,0.0020443872,0.0026990168,0.0017663949,0.002261072,0.0022407908,0.0034441054,0.0015095754,0.0024019573,0.0022740758,0.0016174562,0.0013895589,0.0018112021,0.0030927653,0.0017728887,0.0024862618,0.0015145673,0.0024433734,0.0025379595,0.0014186588,0.0028540161,0.0021281543,0.0021280628,0.0013732171,0.0033701588,0.0026957276,0.0012518485,0.0019049671,0.0018556765,0.0017969017,0.00145069,0.0020801795,0.0022761454,0.0018029884
homes,0.0031103767,0.0019724919,0.0024768952,0.0018785587,0.0008442102,0.004352002,0.0018024908,0.0010518543,0.0014470167,0.002076723,0.0019779804,0.004158451,0.0019378817,0.0014912692,0.0022075465,0.0018155705,0.0038412674,0.0049728034,0.0017011823,0.0014131555,0.0016742034,0.0050795176,0.001630632,0.0018957248,0.00097112486,0.0009048655,0.0029463014,0.004361484,0.0025894155,0.0018146543,0.0018456939,0.0025983234,0.0027127056,0.0010354868,0.0023660825,0.0010633564,0.0014136025,0.0007508367,0.0019992278,0.0017550314,0.0028710507,0.0023201604,0.0057820426,0.0013001407,0.0021729644,0.0020207942,0.001970399,0.0008729298,0.00124785,0.0014416665,0.0026103905,0.0012722731,0.0025748406,0.0015569497,0.001407345,0.0010542233,0.0020177972,0.0023328979,0.0011238395,0.005235527,0.004082244,0.0007722353,0.0017284073,0.0022593786,0.0013924654,0.0028739516,0.0027646625,0.0023620918,0.004948492,0.0016401011,0.0021871966,0.0020830086,0.0028516797,0.0042581144,0.0016394549,0.001316343,0.0011127186,0.0010882794,0.0020630325,0.0035676863,0.0012932088,0.001597607,0.0016306194,0.0015297317,0.0017666504,0.0011452303,0.0026488989,0.00230623,0.0016648837,0.0006026005,0.0026239185,0.0013624149,0.0026102185,0.0021180443,0.0028916555,0.0009161412,0.0017445737,0.0012574279,0.0048090024,0.0029345662
district,0.0012119176,0.0017642304,0.0011844935,0.0014556609,0.0019496238,0.0015312292,0.0013402345,0.0015118937,0.005096049,0.0038778102,0.0020237172,0.001232666,0.0016257471,0.0014199121,0.0031822952,0.0012331916,0.003562567,0.0023131457,0.002507032,0.0005141514,0.0018407493,0.005034404,0.0004894655,0.002549448,0.0015276577,0.0036100997,0.0032896306,0.0006822801,0.0027331817,0.0023484954,0.0019313348,0.0014388293,0.0010700051,0.0017676625,0.0022093412,0.0016930815,0.000813812,0.0007380084,0.002096079,0.0059185475,0.0011623027,0.0022565862,0.0010997114,0.005340466,0.0020320467,0.0016404878,0.0028553214,0.0017262592,0.0021197982,0.001984822,0.0013692166,0.003912945,0.0033130245,0.0031447734,0.0028496822,0.0023168726,0.0029733633,0.0009107555,0.00063936703,0.0030821227,0.0014780579,0.0010083108,0.002535521,0.0010766018,0.0025943937,0.0009415516,0.003068615,0.0017433335,0.0016538237,0.0017627968,0.003866872,0.0019685219,0.0028898278,0.0014762745,0.0023553977,0.0027428258,0.0012509255,0.0015968977,0.0038601807,0.0015955337,0.0035234357,0.00064570445,0.001699458,0.0022576721,0.0015455321,0.001883498,0.0023979885,0.0037193627,0.0011358118,0.001912208,0.0005895622,0.0027747531,0.0022145682,0.0018254822,0.0046624565,0.0011107381,0.0028550706,0.0017655069,0.0021691313,0.0078032776
pm,0.0012789549,0.0012173218,0.00096441904,0.0014567466,0.001798283,0.002184244,0.0017632333,0.0014660801,0.0030955167,0.0020052854,0.0017301503,0.0013076273,0.0024131115,0.0014679077,0.0023583956,0.0016402527,0.0018484811,0.0022741754,0.0018688183,0.0013440297,0.00097419467,0.0049195453,0.0013634863,0.0019238831,0.001955091,0.0014514246,0.0007706096,0.0017151613,0.0021571927,0.0077314777,0.0019330862,0.0010591763,0.0018854472,0.0040389546,0.0021396219,0.0012567654,0.002676909,0.00163423,0.0011044152,0.0026559609,0.0008584577,0.0015694934,0.0023080106,0.0012871808,0.0014770792,0.0011307212,0.0021130121,0.0010281545,0.0010518032,0.001862283,0.0025855822,0.0015911427,0.0018732471,0.001969221,0.0009970372,0.0025797647,0.002794979,0.002391099,0.0018491164,0.0012355122,0.0013951123,0.0025466732,0.0020839903,0.0023567614,0.0030621435,0.001416181,0.0015039135,0.0014210712,0.0025614284,0.0031086318,0.0015479879,0.0019422112,0.0007519551,0.0014284599,0.0014291008,0.0011229063,0.0038893986,0.0008103791,0.0016982219,0.0006349086,0.0012314828,0.0020817753,0.002434128,0.00055888155,0.0011143369,0.0019973228,0.0017403822,0.001533542,0.001839257,0.0015427228,0.0009180972,0.0030002692,0.0023184603,0.0014329305,0.0011491416,0.0016575577,0.0018019921,0.0013971954,0.004396096,0.0017736321
closed,0.0056588044,0.00662291,0.00638521,0.0058608144,0.007491984,0.0019404506,0.0013391896,0.0016485227,0.0015557198,0.0016172538,0.002295837,0.0015443353,0.0016037531,0.00054505013,0.0011422788,0.002532562,0.0020538038,0.001250519,0.0027849043,0.0048372317,0.0012323526,0.0014208227,0.0032428978,0.0008174907,0.0035825467,0.0041357665,0.006788848,0.0010596649,0.00080330524,0.0011870249,0.0034088145,0.0023820323,0.0020382726,0.0014847098,0.0044684038,0.0033102185,0.0009342172,0.003537651,0.0015810519,0.0014243015,0.0022806805,0.0018228975,0.0013543048,0.0010283283,0.0017236051,0.0013550306,0.0010059413,0.0035034278,0.005045313,0.0011922439,0.0017381782,0.0015082695,0.001916425,0.0016371167,0.0019766842,0.0032169705,0.0009802076,0.0033790302,0.004673456,0.001294863,0.0007392445,0.0027713608,0.0024247528,0.0026935835,0.005022249,0.002016228,0.0009909134,0.0034287823,0.0016997012,0.0021047639,0.0011990808,0.0017535384,0.003468516,0.0011848602,0.0015804745,0.0020429122,0.0012228481,0.0020632504,0.002576895,0.0010623183,0.002771413,0.0014313015,0.0011757618,0.0023002476,0.00069658895,0.0015622603,0.002531773,0.0013271455,0.002423366,0.0034378204,0.0018550558,0.0008717495,0.0005519173,0.0017771715,0.0027299707,0.0034428076,0.0010545886,0.002542512,0.0018143886,0.0023197338
today,0.0022226812,0.0011062928,0.002295406,0.0010994265,0.0023296266,0.0021049895,0.003053351,0.00221745,0.0013758377,0.0018008817,0.0016697806,0.00091533654,0.0019545974,0.0012718856,0.00080999767,0.00048815703,0.002154485,0.0027709694,0.00088248326,0.00085345656,0.0008969961,0.0012270716,0.0018554835,0.0015657588,0.002772763,0.0008512916,0.005757179,0.0015961983,0.0016584924,0.0018757391,0.0021183193,0.0009521675,0.003267246,0.0014282274,0.0013004582,0.0016457223,0.0017156675,0.0031065135,0.0024639696,0.0010600011,0.002132207,0.001275093,0.0026060906,0.0020252068,0.0016734209,0.0020527998,0.002951698,0.0016677044,0.0028469954,0.0014873361,0.003539597,0.0017728839,0.0014537306,0.0013864563,0.0012632217,0.004652007,0.002524011,0.0035990556,0.0016283301,0.0017147133,0.0013848688,0.0028854944,0.001217955,0.0019540472,0.0037696324,0.0012668339,0.0011601517,0.0026502307,0.0023985186,0.0025644053,0.0021985685,0.0016995864,0.0017056556,0.0019176241,0.001500466,0.0020253467,0.0036082736,0.0017756645,0.0014069205,0.0008327099,0.003199624,0.0014377643,0.0015131978,0.0019300267,0.0015591129,0.0027713922,0.0023962054,0.0018621186,0.0038085028,0.001125821,0.0020526168,0.00074565335,0.0018951274,0.0014761456,0.0016270857,0.0013949751,0.0017768454,0.0046345703,0.001596794,0.0019731394
borders,0.0016521172,0.002402938,0.0016275255,0.0037944734,0.0018187012,0.0021565158,0.001041231,0.0005919174,0.0017615659,0.0024942742,0.00341825,0.0022258286,0.0008842541,0.0010360648,0.0045101736,0.0015712312,0.001522648,0.0042475793,0.0033791952,0.0026432006,0.0029706187,0.0011767171,0.0032471374,0.0014080008,0.0015532041,0.001918874,0.004785977,0.0033523582,0.0020649596,0.0030445894,0.0023450304,0.0062285606,0.0014517095,0.0007998055,0.002453889,0.0017720674,0.0019748113,0.0018294344,0.0025580998,0.0015394924,0.0010680305,0.005144337,0.0015075947,0.0021066265,0.002158101,0.0008618138,0.0018065687,0.001996615,0.0019304141,0.0053874454,0.0021554816,0.002380893,0.0034876333,0.0015869034,0.004207288,0.00075062405,0.0023086432,0.002257963,0.006670021,0.0015641528,0.00089051056,0.001289146,0.0009678751,0.0026683058,0.0021081115,0.00074538577,0.0016977102,0.004749839,0.0027432132,0.0023265046,0.0021696836,0.0043308563,0.0011550961,0.002362226,0.002562253,0.0012356942,0.0012486151,0.0022031972,0.0015579948,0.0015993535,0.0012129656,0.0011890895,0.0024646195,0.0031540291,0.0020287728,0.0020626658,0.00075597037,0.0012141062,0.002645982,0.001235222,0.0038340078,0.00089558767,0.0016343935,0.0028790974,0.0021516238,0.002314214,0.002498965,0.005702548,0.0071643074,0.0014124446
fines,0.0011554632,0.00093268306,0.0012050802,0.0011934302,0.0028401576,0.0031482598,0.0029401751,0.002019475,0.0010435726,0.00079101836,0.0033016594,0.0019447152,0.0031065878,0.00057575543,0.002238959,0.0013397852,0.0021192038,0.0032065783,0.0027805357,0.0018186191,0.0024396942,0.002104182,0.0038553749,0.0011418351,0.0014197081,0.0031411329,0.0045552575,0.001139324,0.0011522528,0.0019816407,0.0014550727,0.0026497156,0.0015291673,0.00073442346,0.0021450382,0.0011227251,0.0015826168,0.0060749566,0.0018910023,0.0019308827,0.0020634113,0.001843841,0.003421354,0.00086333626,0.0027399377,0.002054248,0.0013966488,0.0017855751,0.0014909072,0.0034160563,0.0013750994,0.0016943162,0.0008187615,0.0010247732,0.0022550502,0.0015948622,0.0027434903,0.0020092572,0.001427279,0.0018179879,0.0016328563,0.0012440893,0.001016054,0.0017925033,0.002053367,0.00204763,0.0012255722,0.0018460467,0.00081056415,0.0043022484,0.0034129461,0.0015771325,0.0019877641,0.001003638,0.0016366846,0.000853165,0.0012808245,0.0029256013,0.002324304,0.0034134227,0.0034626732,0.0015819498,0.0022109442,0.001048351,0.0026559946,0.0010343634,0.0018923669,0.0009064195,0.0012394772,0.0026881644,0.0028801793,0.0017394569,0.0012201847,0.0010004004,0.0028156023,0.0014098611,0.002100587,0.004622281,0.001313828,0.0018443384
information,0.0013294617,0.001680941,0.0012991773,0.0013188402,0.0009944119,0.002814304,0.0017028478,0.0024548867,0.0011795941,0.0014432941,0.0014747911,0.00380019,0.0015032399,0.0021114522,0.0031431282,0.00087249227,0.0019481507,0.0014806531,0.0013782459,0.002491322,0.0014056206,0.0018716892,0.00374452,0.0015295689,0.0020916506,0.0010286564,0.004491717,0.0011056139,0.0008048997,0.0028890755,0.0013021375,0.0073697804,0.0016400618,0.0020800189,0.0014672029,0.0019140507,0.0021015422,0.0010347975,0.0017250399,0.0024744235,0.0018277974,0.0014171123,0.0013158765,0.00087769487,0.0039865314,0.0014800546,0.0014493745,0.0023105717,0.0039926064,0.0028007794,0.0012489847,0.004783723,0.001422024,0.00076619745,0.0015467134,0.004381892,0.0020051792,0.0029047392,0.001873585,0.002985927,0.001291505,0.0023137098,0.00088033156,0.0012859799,0.0018661254,0.0015799205,0.003877548,0.0007866552,0.0029583466,0.0028131143,0.0022801699,0.0032087802,0.0013984301,0.0010464174,0.0018382347,0.0026115398,0.0009980963,0.0046197497,0.0007006798,0.0016658666,0.0030569506,0.0026040708,0.0021787097,0.002636249,0.0018765538,0.002176013,0.0023982427,0.0021704533,0.0018392594,0.0007517673,0.0016076254,0.0018843884,0.0018604619,0.0014697491,0.0013791044,0.0011078853,0.0012947628,0.006766526,0.0027826016,0.0023802838
goods,0.0018461185,0.0016895321,0.0021083793,0.0012600531,0.0018592483,0.0024393215,0.0016164699,0.0022134883,0.0010135846,0.0010722033,0.0030988404,0.00090686756,0.0015012753,0.0038866175,0.0027763005,0.0024136424,0.0012719014,0.0016308404,0.0029983602,0.0042246296,0.0014002154,0.0024463616,0.0017008751,0.00080254127,0.0017634633,0.0020541104,0.0042663286,0.0018834167,0.0026545029,0.00082734966,0.00089226454,0.0077573718,0.0022719905,0.004912381,0.0013234623,0.004124544,0.0018536114,0.0016501962,0.0015688228,0.0009968934,0.00434675,0.00271749,0.0039927536,0.0016732918,0.0010236688,0.001483242,0.0012921039,0.0011304844,0.0010059223,0.004363095,0.0027537418,0.004037731,0.0050481097,0.0017618312,0.0016288359,0.0025781116,0.0015502988,0.0020121157,0.00329963,0.0022341807,0.0025232332,0.0010090843,0.0026073675,0.0016907247,0.0014898718,0.0039734035,0.0011499492,0.0010170161,0.006728603,0.0013243846,0.0020603924,0.0023182344,0.0015288811,0.0015722879,0.0018730459,0.002840542,0.0010591332,0.0020497087,0.0026362105,0.0034840666,0.0006509001,0.0057805986,0.0030692327,0.0021373492,0.001230285,0.0030471843,0.0010856519,0.0025498962,0.0011211892,0.0017085669,0.0034435918,0.0011458474,0.003334292,0.0047752126,0.0016583998,0.0035615242,0.0024118659,0.0047809687,0.004195513,0.0008738515
